0.01,1,0,0,0,0.004310270259451278,0,0,0,0,0,1
0.01,2,0,0,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,506
0.01,3,0,0,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,421
0.01,4,0,0,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,2
0.01,5,0,0,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,2
0.01,6,0,0,0.00022702372427054862,0.002934573979621666,0,0,0,0,0,8
0.01,7,0,0,0,0.003137286964366942,0,0,0,0,0,1
0.01,8,0,0,0.00020902590856685657,0.002602669157402653,0,0,0,0,0,24
0.01,9,0,0,0,0.00468763915635946,0,0,0,0,0,1
0.01,10,0,0,0.00016255422064056648,0.0034051045750908863,0,0,0,0,0,3
0.51,1,0,0,0,0.004310270259451278,0,0,0,0,0,1
0.51,2,0.23037837321414115,0.000730403365008286,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,638
0.51,3,0.4542531401470118,0.002955562882905394,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,689
0.51,4,0.4369689929425529,0.0027501294378299863,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,262
0.51,5,0.2385912194723589,0.0012440226555484872,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,229
0.51,6,0.45317769324922336,0.002230582276663696,0.00022702372427054862,0.002934573979621666,0,0,0,0,0,475
0.51,7,0.41349118776476,0.001462075461234309,0,0.003137286964366942,0,0,0,0,0,158
0.51,8,0.4057676096258029,0.0020682391972534206,0.00020902590856685657,0.002602669157402653,0,0,0,0,0,207
0.51,9,0.22763415659447306,0.0003824380663075982,0,0.00468763915635946,0,0,0,0,0,81
0.51,10,0.4034592996907935,0.0014523973533852898,0.00016255422064056648,0.0034051045750908863,0,0,0,0,0,618
1.01,1,0,0,0,0.004310270259451278,0,0,0,0,0,1
1.01,2,0.4446102916328621,0.0014096151847730136,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,843
1.01,3,0.6976227179235203,0.004539028196258688,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,1185
1.01,4,0.6731202230183303,0.0042363823759109685,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,705
1.01,5,0.36221076369181243,0.0018885791233752274,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,481
1.01,6,0.7641413695021297,0.003761174084840938,0.00022702372427054862,0.002934573979621666,0,0,0,0,0,880
1.01,7,0.7643098777090805,0.002702545423079703,0,0.003137286964366942,0,0,0,0,0,425
1.01,8,0.7090956952690978,0.0036143336155187154,0.00020902590856685657,0.002602669157402653,0,0,0,0,0,510
1.01,9,0.5360821927389734,0.0009006479530146574,0,0.00468763915635946,0,0,0,0,0,233
1.01,10,0.7027976947510285,0.0025299739344314554,0.00016255422064056648,0.0034051045750908863,0,0,0,0,0,972
1.51,1,0.1467330444995766,0.00014260311965634269,0,0.004310270259451278,0,0,0,0,0,52
1.51,2,0.535001490480574,0.001696196059897664,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,1002
1.51,3,0.7302994548443624,0.004751636854828333,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,1445
1.51,4,0.711636078903658,0.004478787651352062,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,953
1.51,5,0.4000461819464946,0.002085854268684715,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,637
1.51,6,0.8265727802389625,0.00406846722916635,0.00022702372427054862,0.002934573979621666,0,0,0,0,0,1190
1.51,7,0.9040323222756332,0.0031965940597356492,0,0.003137286964366942,0,0,0,0,0,689
1.51,8,0.8049009876454554,0.0041026630343696645,0.00020902590856685657,0.002602669157402653,0,0,0,0,0,756
1.51,9,0.7208808187531557,0.0012111199412544085,0,0.00468763915635946,0,0,0,0,0,383
1.51,10,0.7947617479647732,0.0028610317328180384,0.00016255422064056648,0.0034051045750908863,0,0,0,0,0,1277
2.01,1,0.31421621547213624,0.0003053723360389042,0,0.004310270259451278,0,0,0,0,0,120
2.01,2,0.5748502221277757,0.001822534514676898,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,1155
2.01,3,0.738796475088177,0.004806922059108455,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,1582
2.01,4,0.7223595199181265,0.004546277224491181,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,1087
2.01,5,0.4162151108151172,0.0021701596084746765,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,756
2.01,6,0.8488429565449708,0.004178083084726652,0.0002140809182726187,0.002999287832429716,0,0,0,0,0,1349
2.01,7,0.9453524717025883,0.0033426991722974573,0,0.003137286964366942,0,0,0,0,0,849
2.01,8,0.8336156237164384,0.004249024484736888,0.00020902590856685657,0.002602669157402653,0,0,0,0,0,922
2.01,9,0.8150132511865066,0.0013692676725756553,0,0.00468763915635946,0,0,0,0,0,503
2.01,10,0.8224865786836815,0.002960837266585777,0.00016255422064056648,0.0034051045750908863,0,0,0,0,0,1391
2.51,1,0.436918916872052,0.0004246214667958085,0,0.004310270259451278,0,0,0,0,0,180
2.51,2,0.5962587838678335,0.001890409312631093,0.0003591482709854203,0.0030338370855697797,0,0,0,0,0,1244
2.51,3,0.7393433661403521,0.004810480363392887,0.0005372454597469901,0.0007588844302000333,0,0,0,0,0,5e3
2.51,4,0.7272235528951367,0.004576889740465307,0.0005457433441818425,0.000851107908608778,0,0,0,0,0,1172
2.51,5,0.4248976899999754,0.002215430868827192,0.000949983882105875,0.0008149201542897202,0,0,0,0,0,835
