Scenario,State,Average Size,NumberCAFOs,OSTARA,MULTIFORM,NURESYS,CRYSTALACTOR,PROC,MAPHEX,% OSTARA installed,% MULTIFORM installed,% NURESYS installed,% CRYSTALACTOR installed,% PROC installed,% MAPHEX installed,Number profitable OSTARA,Number profitable MULTIFORM,Number profitable NURESYS,Number profitable CRYSTALACTOR,Number profitable PROC,Number profitable MAPHEX,Total profitable,% OSTARA Profitable,% MULTIFORM Profitable,% NURESYS Profitable,% CRYSTALACTOR Profitable,% PROC Profitable,% MAPHEX Profitable,% Profitable (total),Number recommended OSTARA,Number recommended MULTIFORM,Number recommended NURESYS,Number recommended CRYSTALACTOR,Number recommended PROC,Number recommended MAPHEX,Total recommended,% OSTARA Recommended,% MULTIFORM Recommended,% NURESYS Recommended,% CRYSTALACTOR Recommended,% PROC Recommended,% MAPHEX Recommended,% Recommended (total)
Pennsylvania_Merged_Results_Pcredits22_REC0_None.csv,Pennsylvania,1445.7161764705882,136,0.0,129.0,6.0,1.0,0.0,0.0,0.0,94.85294117647058,4.411764705882353,0.7352941176470588,0.0,0.0,0.0,110.0,6.0,1.0,0.0,0.0,117.0,0.0,85.27131782945736,100.0,100.0,0.0,0.0,86.0,0.0,2.0,4.0,1.0,0.0,0.0,7.0,0.0,1.550387596899225,66.66666666666666,100.0,0.0,0.0,5.0
Pennsylvania_Merged_Results_Pcredits0_REC0_None.csv,Pennsylvania,1445.7161764705882,136,0.0,129.0,6.0,1.0,0.0,0.0,0.0,94.85294117647058,4.411764705882353,0.7352941176470588,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania_Merged_Results_Pcredits3_REC0_None.csv,Pennsylvania,1445.7161764705882,136,0.0,129.0,6.0,1.0,0.0,0.0,0.0,94.85294117647058,4.411764705882353,0.7352941176470588,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,66.66666666666666,100.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pennsylvania_Merged_Results_Pcredits5_REC0_None.csv,Pennsylvania,1445.7161764705882,136,0.0,129.0,6.0,1.0,0.0,0.0,0.0,94.85294117647058,4.411764705882353,0.7352941176470588,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,100.0,100.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisconsin_Merged_Results_Pcredits0_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,264.0,6.0,14.0,0.0,0.0,0.0,92.95774647887323,2.112676056338028,4.929577464788732,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,92.85714285714286,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisconsin_Merged_Results_Pcredits11_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,263.0,6.0,15.0,0.0,0.0,0.0,92.6056338028169,2.112676056338028,5.28169014084507,0.0,0.0,0.0,227.0,6.0,15.0,0.0,0.0,248.0,0.0,86.31178707224335,100.0,100.0,0.0,0.0,87.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,16.666666666666664,20.0,0.0,0.0,1.0
Wisconsin_Merged_Results_Pcredits1_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,264.0,6.0,14.0,0.0,0.0,0.0,92.95774647887323,2.112676056338028,4.929577464788732,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,100.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisconsin_Merged_Results_Pcredits22_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,264.0,6.0,14.0,0.0,0.0,0.0,92.95774647887323,2.112676056338028,4.929577464788732,0.0,0.0,0.0,263.0,6.0,14.0,0.0,0.0,283.0,0.0,99.62121212121212,100.0,100.0,0.0,0.0,100.0,0.0,0.0,6.0,14.0,0.0,0.0,20.0,0.0,0.0,100.0,100.0,0.0,0.0,7.0
Wisconsin_Merged_Results_Pcredits3_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,263.0,6.0,15.0,0.0,0.0,0.0,92.6056338028169,2.112676056338028,5.28169014084507,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,19.0,0.0,0.0,66.66666666666666,100.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wisconsin_Merged_Results_Pcredits5_REC0_None.csv,Wisconsin,2619.771126760563,284,0.0,262.0,6.0,16.0,0.0,0.0,0.0,92.25352112676056,2.112676056338028,5.633802816901409,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,22.0,0.0,0.0,100.0,100.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
